id,Type,Region,lonlat,refs,tags.barrier,tags.building,tags.building:levels,tags.name,tags.operator,tags.power,tags.source,tags.substation,tags.voltage,other_tags
209262465,area,RO,"[[22.228341800000003, 45.392979600000025], [22.229150300000004, 45.39311370000003], [22.229302, 45.392662700000024], [22.2284934, 45.39252860000003], [22.228341800000003, 45.392979600000025]]","[2194855896, 2194855898, 2194855892, 2194855891, 2194855896]",,,,,,substation,Bing,,,
209262466,area,RO,"[[21.859644599999974, 45.09595310000003], [21.859507999999977, 45.09559340000003], [21.858773999999976, 45.09573220000003], [21.858910499999975, 45.096092000000034], [21.859644599999974, 45.09595310000003]]","[2194854086, 2194854081, 2194854083, 2194854087, 2194854086]",,,,,,substation,Bing,,,
209262470,area,RO,"[[21.887907100000007, 45.303065100000055], [21.88819230000001, 45.30350880000006], [21.88841650000001, 45.30343740000006], [21.889202000000008, 45.30465900000006], [21.88766380000001, 45.30514830000006], [21.88659310000001, 45.30348310000006], [21.887907100000007, 45.303065100000055]]","[2194855127, 2194855147, 2194855140, 2194855186, 2194855196, 2194855143, 2194855127]",,,,Mociur Electrical Power Station 110/20/6 kV,,substation,Bing,,110000;20000;6000,
209262471,area,RO,"[[21.899818500000002, 45.29760610000005], [21.900357400000004, 45.29741710000005], [21.900307000000005, 45.29734590000004], [21.900060000000003, 45.29743250000005], [21.900021400000004, 45.297378000000045], [21.899729400000002, 45.29748040000005], [21.899818500000002, 45.29760610000005]]","[2194855017, 2194855008, 2194855001, 2194855010, 2194855006, 2194855012, 2194855017]",,,,,,substation,Bing,,,
209272859,area,RO,"[[27.59461730000002, 47.13261400000012], [27.594657200000025, 47.1321187000001], [27.595460800000023, 47.13214870000013], [27.595420800000024, 47.132643900000105], [27.59461730000002, 47.13261400000012]]","[2194943034, 2194943273, 2194943065, 2194943285, 2194943034]",,,,Statia de transformare 110/20 kV Manta Roșie,Delgaz Grid,substation,,yes,110000;20000,"{""tags.addr:city"": ""Iași"", ""tags.addr:housenumber"": ""19"", ""tags.addr:place"": ""Manta Roșie""}"
210291809,area,RO,"[[27.083031200000118, 44.34295539999979], [27.08326810000012, 44.34319929999979], [27.08361710000012, 44.34302589999979], [27.083380200000118, 44.34278199999979], [27.083031200000118, 44.34295539999979]]","[2203793110, 2203793114, 2203793111, 2203793109, 2203793110]",,,,,,substation,Bing,,,
210291810,area,RO,"[[26.96518450000011, 44.42806179999985], [26.96550390000011, 44.42839619999985], [26.96612280000011, 44.428094799999855], [26.965803400000112, 44.42776029999985], [26.96518450000011, 44.42806179999985]]","[2203793320, 2203793323, 2203793321, 2203793318, 2203793320]",,,,,,substation,Bing,,,
210291812,area,RO,"[[27.110742900000126, 44.3312671999998], [27.110645100000124, 44.3321828999998], [27.112125400000124, 44.3322637999998], [27.112192800000127, 44.331632399999805], [27.111236600000126, 44.331580099999805], [27.111266900000125, 44.3312958999998], [27.110742900000126, 44.3312671999998]]","[2203793082, 2203793092, 2203793093, 2203793086, 2203793085, 2203793083, 2203793082]",,,,,,substation,Bing,,,
210291813,area,RO,"[[27.124747000000138, 44.14672229999982], [27.125226300000136, 44.14673569999982], [27.12524290000014, 44.14643149999982], [27.125707700000138, 44.146444499999824], [27.12571750000014, 44.14626539999982], [27.124773400000137, 44.14623889999982], [27.124747000000138, 44.14672229999982]]","[2203792938, 2203792939, 2203792924, 2203792934, 2203792921, 2203792919, 2203792938]",,,,,,substation,Bing,generation,,
210471435,area,RO,"[[25.40352309999996, 45.29218890000013], [25.404026299999963, 45.29262010000012], [25.40421570000005, 45.29251059999999], [25.404237899999963, 45.29249780000012], [25.40373479999996, 45.29206670000013], [25.40352309999996, 45.29218890000013]]","[2205632385, 2205632391, 11199725638, 2205632390, 2205632383, 2205632385]",,,,,,substation,Bing,,,
210471439,area,RO,"[[25.570894799999966, 45.31010750000012], [25.57138270000006, 45.3098894000002], [25.57165350000006, 45.3097684000002], [25.571679099999965, 45.309756900000124], [25.571432899999966, 45.309484500000124], [25.571886899999967, 45.309281600000126], [25.571508299999966, 45.308862600000126], [25.570270099999966, 45.30941600000013], [25.570642100000086, 45.30982779999995], [25.570894799999966, 45.31010750000012]]","[2205632478, 1936485505, 1936485503, 2205632476, 2205632465, 2205632454, 2205632452, 2205632455, 2536843532, 2205632478]",,,,,,substation,Bing,,,
210471441,area,RO,"[[25.41287219999996, 45.255261200000135], [25.41292699999996, 45.25520450000013], [25.41326639999996, 45.25536690000013], [25.41372079999996, 45.25489610000013], [25.41337049999996, 45.254728600000135], [25.41345669999996, 45.254639200000135], [25.413019499999958, 45.254430000000134], [25.41242409999996, 45.25504690000013], [25.41287219999996, 45.255261200000135]]","[2205632223, 2205632221, 2205632224, 2205632218, 2205632216, 2205632215, 2205632214, 2205632219, 2205632223]",,,,,,substation,Bing,,,
210471442,area,RO,"[[25.791385499999958, 45.04162370000009], [25.791713999999956, 45.041730000000086], [25.791624299999956, 45.04186830000009], [25.792153699999957, 45.04203970000009], [25.79250189999996, 45.04150290000009], [25.792475099999958, 45.04149420000009], [25.792624399999955, 45.04126400000008], [25.791793299999956, 45.04099490000008], [25.791385499999958, 45.04162370000009]]","[2205631586, 2205631588, 2205631590, 2205631595, 2205631584, 2205631576, 2205631572, 2205631570, 2205631586]",,,,,,substation,Bing,,,
210558626,area,RO,"[[26.801124300000062, 45.13886360000011], [26.80229100000006, 45.13928570000011], [26.802616700000062, 45.13883770000011], [26.80070030000007, 45.138144400000115], [26.800533400000063, 45.138373900000104], [26.801283100000063, 45.138645200000106], [26.801124300000062, 45.13886360000011]]","[2206394954, 2206394970, 2206394950, 2206394918, 2206394927, 2206394943, 2206394954]",,,,,,substation,Bing,,,
210609555,area,RO,"[[24.892199699999928, 44.87006690000019], [24.892737299999926, 44.87067260000019], [24.893705999999927, 44.87024080000019], [24.89316839999993, 44.86963500000019], [24.892199699999928, 44.87006690000019]]","[2206863133, 2206863141, 2206863135, 2206863118, 2206863133]",,,,,,substation,Bing,,,
210609557,area,RO,"[[24.99434109999996, 44.80594530000014], [24.994939999999957, 44.80642230000014], [24.99538289999996, 44.80614250000014], [24.994783899999963, 44.80566540000014], [24.99434109999996, 44.80594530000014]]","[2206862550, 2206862570, 2206862564, 2206862543, 2206862550]",,,,,,substation,Bing,,,
210609558,area,RO,"[[25.080433299999964, 44.80336290000013], [25.080760599999962, 44.80356710000013], [25.081201599999964, 44.803211100000134], [25.080874299999966, 44.803007000000136], [25.080433299999964, 44.80336290000013]]","[2206862518, 2206862526, 2206862512, 2206862505, 2206862518]",,,,,,substation,Bing,,,
210609562,area,RO,"[[24.94122009999996, 44.78679890000011], [24.943607299999965, 44.7876481000001], [24.944034099999964, 44.787043700000105], [24.94291369999996, 44.78664510000011], [24.94343969999996, 44.78590040000011], [24.94217289999996, 44.78544970000011], [24.94122009999996, 44.78679890000011]]","[2206862081, 2206862137, 2206862100, 2206862076, 2206862067, 2206862050, 2206862081]",,,,Pitești Sud,Transelectrica,substation,Bing,transmission,220000,"{""tags.operator:short"": ""TEL"", ""tags.operator:wikidata"": ""Q750324""}"
210730115,area,RO,"[[23.368816799999713, 45.4367127], [23.368642499999712, 45.4365716], [23.368637099999713, 45.4364718], [23.368610299999713, 45.43639470000001], [23.368553999999715, 45.4363024], [23.368527099999714, 45.436227200000005], [23.368553999999715, 45.43603519999999], [23.368591499999713, 45.4358809], [23.368615699999715, 45.4357999], [23.368760499999716, 45.4357999], [23.369122599999713, 45.4358263], [23.369377399999713, 45.4358413], [23.369549099999716, 45.435846999999995], [23.369602699999714, 45.4358583], [23.369685899999713, 45.435894], [23.369739499999714, 45.435969300000004], [23.369774399999713, 45.436052100000005], [23.369779699999714, 45.4361519], [23.369750199999714, 45.4363137], [23.369736799999714, 45.4364511], [23.369715399999716, 45.43664499999999], [23.369701899999715, 45.4367165], [23.369688499999715, 45.4367541], [23.369626799999715, 45.436773], [23.368816799999713, 45.4367127]]","[2208006219, 2208006225, 2208006229, 2208006241, 2208006235, 2208006242, 2208006257, 2208006223, 2208006233, 2208006234, 2208006239, 2208006221, 2208006247, 2208006232, 2208006227, 2208006243, 2208006240, 2208006245, 2208006237, 2208006238, 2208006259, 2208006236, 2208006244, 2208006231, 2208006219]",,,,,,substation,,distribution,,
210831969,area,RO,"[[24.117080200000018, 45.35236189999991], [24.117380100000016, 45.35274099999992], [24.11648870000002, 45.353089199999914], [24.116188800000018, 45.35271009999992], [24.117080200000018, 45.35236189999991]]","[2208694762, 2208694773, 2208694799, 2208694771, 2208694762]",,,,,,substation,Bing,generation,,
210831970,area,RO,"[[24.307528400000024, 45.3921607999999], [24.307519200000023, 45.3924728999999], [24.307099300000022, 45.3924667999999], [24.307108500000023, 45.3921546999999], [24.307528400000024, 45.3921607999999]]","[2208694954, 2208694972, 2208694970, 2208694953, 2208694954]",,,,,,substation,Bing,,,
210831971,area,RO,"[[24.635831100000022, 45.32803379999987], [24.637790500000023, 45.328086899999875], [24.63790100000002, 45.32607339999986], [24.63594170000002, 45.32602019999986], [24.635831100000022, 45.32803379999987]]","[2208694512, 2208694514, 2208694504, 2208694500, 2208694512]",,,,Arefu,TEL,substation,Stație transformare,transmission,220000,
210862520,area,RO,"[[24.81739179999995, 46.228953199999665], [24.818193099999952, 46.22924589999966], [24.81859239999995, 46.228722599999664], [24.81779109999995, 46.22842999999966], [24.81739179999995, 46.228953199999665]]","[2208995222, 2208995239, 2208995199, 2208995191, 2208995222]",,,,Stația de transformare 110/20 kV Sighișoara,DEER,substation,Bing,distribution,110000;20000,
210927241,area,RO,"[[25.536103600000036, 45.40363710000004], [25.536918700000037, 45.403648400000044], [25.536948200000037, 45.403260500000044], [25.536918700000037, 45.40314930000004], [25.536759900000035, 45.40314350000004], [25.536781200000036, 45.40281020000005], [25.536132800000036, 45.40279150000004], [25.536103600000036, 45.40363710000004]]","[2209548511, 2209548508, 2209548506, 2209548510, 2209548509, 2209548505, 2209548507, 2209548511]",,,,,Electrica,substation,,distribution,,
211024253,area,RO,"[[25.797160199999936, 46.67202990000007], [25.797407099999937, 46.67178060000007], [25.796900299999937, 46.67154430000007], [25.796653399999936, 46.671793700000066], [25.797160199999936, 46.67202990000007]]","[2210358269, 2210358264, 2210358263, 2210358265, 2210358269]",,,,,,substation,Bing,,110000,
211692853,area,RO,"[[25.975103499999896, 43.88382690000006], [25.975743199999897, 43.884212800000064], [25.976169099999897, 43.88384600000006], [25.975529399999896, 43.88346020000006], [25.975103499999896, 43.88382690000006]]","[2216645818, 2216645828, 2216645822, 2216645810, 2216645818]",,,,,,substation,Bing,,,
211692854,area,RO,"[[26.223839399999882, 44.10122770000011], [26.224393399999883, 44.10129970000011], [26.224574899999883, 44.100579800000105], [26.224020899999882, 44.1005078000001], [26.223839399999882, 44.10122770000011]]","[2216646701, 2216646704, 2216646692, 2216646690, 2216646701]",,,,,,substation,Bing,,,
211692855,area,RO,"[[25.99423659999988, 44.13617680000011], [25.995187099999878, 44.13610100000011], [25.99511539999988, 44.13563790000011], [25.99460539999988, 44.13567850000011], [25.994588299999876, 44.13556800000011], [25.994147899999877, 44.13560310000011], [25.99423659999988, 44.13617680000011]]","[2216646832, 2216646830, 2216646804, 2216646808, 2216646797, 2216646801, 2216646832]",,,,,,substation,Bing,,,
213201037,area,RO,"[[21.693377400000003, 46.077560999999875], [21.693242200000004, 46.07786309999988], [21.693305300000002, 46.077876699999884], [21.693146600000006, 46.07823129999989], [21.693859500000006, 46.078384799999895], [21.694153400000005, 46.07772809999988], [21.693377400000003, 46.077560999999875]]","[2229375578, 2229375584, 2229375585, 2229375590, 2229375593, 2229375582, 2229375578]",,,,,,substation,Bing,,110000,
213201038,area,RO,"[[21.67690290000001, 46.091631099999866], [21.677772300000008, 46.09135579999987], [21.67767200000001, 46.09120349999987], [21.67792420000001, 46.091123599999875], [21.67781890000001, 46.090963599999874], [21.676697300000008, 46.09131889999987], [21.67690290000001, 46.091631099999866]]","[2229375772, 2229375769, 2229375766, 2229375764, 2229375763, 2229375768, 2229375772]",,,,,,substation,Bing,,110000,
213201039,area,RO,"[[22.13013600000002, 46.019889699999865], [22.12976100000002, 46.02015179999986], [22.12940300000002, 46.01990469999986], [22.12892130000002, 46.02024139999986], [22.12864720000002, 46.02005219999986], [22.129364100000018, 46.01955139999986], [22.12964210000002, 46.019743199999866], [22.129782100000018, 46.01964549999987], [22.13013600000002, 46.019889699999865]]","[2229375261, 2229375267, 2229375263, 2229375269, 2229375265, 2229375245, 2229375255, 2229375249, 2229375261]",,,,,,substation,Bing,,,
214146381,area,RO,"[[27.974838500000065, 45.41141220000007], [27.975263100000028, 45.411403800000286], [27.975832200000028, 45.41139260000028], [27.976533200000066, 45.41137870000007], [27.976456700000035, 45.40966729999941], [27.976152699999908, 45.40967080000004], [27.976096999999907, 45.40864970000004], [27.974652200000037, 45.408685599999416], [27.974715900000035, 45.410097999999415], [27.974733800000035, 45.410138099999415], [27.974783600000023, 45.41109789999942], [27.974803899999994, 45.41112399999999], [27.974821400000067, 45.41114680000007], [27.974838500000065, 45.41141220000007]]","[8227644529, 8301722455, 8301722453, 8227644528, 8300014420, 2237496740, 2237496741, 8300014419, 8300014418, 8300014417, 8299978416, 123443245, 8227644527, 8227644529]",,,,Barboși,TEL,substation,Bing,transport,220000,
214146382,area,RO,"[[27.980133299999906, 45.28959260000004], [27.980704399999905, 45.28958910000004], [27.980698799999907, 45.289147300000046], [27.980127699999905, 45.289150900000045], [27.980133299999906, 45.28959260000004]]","[2237496281, 2237496279, 2237496272, 2237496275, 2237496281]",,,,,,substation,Bing,,,
214146384,area,RO,"[[27.958334299999894, 45.30217470000005], [27.959737299999894, 45.302303800000054], [27.959743899999957, 45.30226910000009], [27.959970099999893, 45.30109450000005], [27.958982999999957, 45.30100280000009], [27.958932499999957, 45.30124340000009], [27.958484799999894, 45.30119450000005], [27.958314299999955, 45.30209470000009], [27.958334299999894, 45.30217470000005]]","[2237496409, 2237496411, 8382431568, 2237496384, 8382431565, 8382431566, 2237496382, 8382431567, 2237496409]",fence,,,,,substation,,,,
214146385,area,RO,"[[27.9496910999999, 45.261245900000056], [27.950532399999897, 45.26137920000005], [27.950692299999893, 45.26087930000006], [27.949850999999896, 45.26074600000006], [27.9496910999999, 45.261245900000056]]","[2237496165, 2237496173, 2237496101, 2237496099, 2237496165]",,,,,,substation,Bing,,,
214456295,area,RO,"[[26.461114799999937, 46.481714399999944], [26.461568599999936, 46.48223939999995], [26.461684499999937, 46.482203399999946], [26.461742399999935, 46.48227419999995], [26.462484599999936, 46.48202959999995], [26.462604299999935, 46.481927899999945], [26.462508899999936, 46.481716799999944], [26.462937099999937, 46.481554599999946], [26.462714599999938, 46.48126489999995], [26.462349999999937, 46.481270099999946], [26.461114799999937, 46.481714399999944]]","[2240000774, 2240000782, 2240000781, 2240000785, 2240000779, 2240000777, 2240000776, 2240000761, 2240000749, 2240000752, 2240000774]",,,,,,substation,Bing,,110000,
214456302,area,RO,"[[26.461197999999936, 46.413901699999975], [26.462037099999936, 46.41339789999998], [26.461543599999935, 46.413007299999975], [26.460704599999936, 46.41351109999998], [26.461197999999936, 46.413901699999975]]","[2240000465, 2240000452, 2240000450, 2240000456, 2240000465]",,,,,,substation,Bing,,110000,
214456303,area,RO,"[[26.733120099999926, 46.69185779999993], [26.733666699999926, 46.69183699999993], [26.733644899999923, 46.69156589999993], [26.733098199999922, 46.69158669999993], [26.733120099999926, 46.69185779999993]]","[2240001194, 2240001192, 2240001175, 2240001177, 2240001194]",,,,,,substation,Bing,generation,110000,
214456307,area,RO,"[[26.338485699999932, 46.443279899999965], [26.338720699999932, 46.44334579999997], [26.338667199999932, 46.44343639999997], [26.339213599999933, 46.44358969999997], [26.33950409999993, 46.44309769999997], [26.33900539999993, 46.44295779999997], [26.33898719999993, 46.442988699999965], [26.33870449999993, 46.44290939999997], [26.338485699999932, 46.443279899999965]]","[2240000570, 2240000572, 2240000577, 2240000583, 2240000566, 2240000563, 2240000565, 2240000561, 2240000570]",,,,,,substation,Bing,,110000,
214646328,area,RO,"[[27.95268150000003, 45.23958269999997], [27.953209400000027, 45.24014079999997], [27.95431950000003, 45.23961279999997], [27.953766900000034, 45.23903599999997], [27.95268150000003, 45.23958269999997]]","[2241465127, 2241465165, 2241465131, 2241465096, 2241465127]",,,,,,substation,Bing,,,
215479497,area,RO,"[[23.3690521, 45.415015199999914], [23.3690897, 45.41496439999992], [23.3691728, 45.41499259999991], [23.369140700000003, 45.41504349999991], [23.3690521, 45.415015199999914]]","[2249269767, 2249269768, 2249269765, 2249269766, 2249269767]",,,,,,substation,,,,
215480146,area,RO,"[[23.785952800000018, 44.3395942999999], [23.786235700000017, 44.3394912999999], [23.786333600000017, 44.3396289999999], [23.787113100000017, 44.3393453999999], [23.786779700000015, 44.3388766999999], [23.786248000000015, 44.339070199999895], [23.786189700000016, 44.3389882999999], [23.785603900000016, 44.339201499999895], [23.785689200000018, 44.339321399999896], [23.785744400000016, 44.339301299999896], [23.785952800000018, 44.3395942999999]]","[2249275297, 2249275296, 2249275298, 2249275293, 2249275286, 2249275288, 2249275287, 2249275289, 2249275292, 2249275291, 2249275297]",,,,,,substation,Bing,,,
215480180,area,RO,"[[23.715548000000005, 44.41939889999988], [23.715132399999998, 44.42004789999988], [23.715687, 44.42022909999988], [23.7158702, 44.41994289999988], [23.715772700000002, 44.41991109999988], [23.716005000000006, 44.41954819999988], [23.715548000000005, 44.41939889999988]]","[2249275484, 2249275494, 2249275496, 2249275492, 2249275491, 2249275487, 2249275484]",,,,,,substation,Bing,,,
215480182,area,RO,"[[23.752071099999984, 44.64932219999996], [23.752558299999983, 44.649376799999956], [23.752524399999984, 44.649529799999954], [23.752935599999983, 44.64957589999995], [23.752902999999982, 44.64972279999996], [23.753156999999984, 44.649751299999956], [23.753310699999982, 44.64905709999996], [23.752158499999982, 44.648927899999954], [23.752071099999984, 44.64932219999996]]","[2249276082, 2249276085, 2249276088, 2249276091, 2249276098, 2249276101, 2249276071, 2249276069, 2249276082]",,,,,,substation,Bing,,,
215639243,area,RO,"[[24.992106400000033, 45.82670430000002], [24.992045300000033, 45.82714480000002], [24.992482700000032, 45.82717430000002], [24.992543800000032, 45.82673370000002], [24.992106400000033, 45.82670430000002]]","[2251139375, 2251139378, 2251139379, 2251139376, 2251139375]",,,,,,substation,Bing,,,
215639244,area,RO,"[[24.976966100000034, 45.819719900000024], [24.97820520000005, 45.81988510000022], [24.97837970000005, 45.819236000000224], [24.978466200000035, 45.81891390000001], [24.977948300000037, 45.81883580000001], [24.977955500000025, 45.81880729999994], [24.977866800000026, 45.81879799999994], [24.977877000000024, 45.818760199999936], [24.977556300000025, 45.818719999999935], [24.977469700000036, 45.81898740000001], [24.977175300000034, 45.81894490000001], [24.976966100000034, 45.819719900000024]]","[2251139365, 984748397, 984748400, 2251139357, 2251139356, 6260023488, 6260023487, 6260023486, 6260023485, 2251139355, 2251139354, 2251139365]",fence,,,,,substation,Bing,,,
215832900,area,RO,"[[27.11839170000017, 45.565620200000026], [27.11936290000017, 45.565598300000026], [27.11934040000017, 45.565110000000026], [27.118771200000168, 45.56512290000003], [27.118773500000167, 45.565173900000026], [27.118371600000167, 45.565182900000025], [27.11839170000017, 45.565620200000026]]","[2252672536, 2252672533, 2252672517, 2252672519, 2252672521, 2252672524, 2252672536]",,,,,,substation,Bing,,,
216167239,area,RO,"[[23.375939600000038, 45.39386429999994], [23.375939600000038, 45.39380589999994], [23.376017400000038, 45.39380589999994], [23.376017400000038, 45.39386429999994], [23.375939600000038, 45.39386429999994]]","[2255274451, 2255274449, 2255274447, 2255274453, 2255274451]",,yes,,,,substation,,,,
216168532,area,RO,"[[23.377054500000035, 45.39374829999995], [23.377054500000035, 45.393699399999946], [23.377140200000035, 45.393699299999945], [23.377140300000036, 45.39374819999995], [23.377054500000035, 45.39374829999995]]","[2255285934, 2255285932, 2255285930, 2255285936, 2255285934]",,yes,,,,substation,,,,
216476498,area,RO,"[[23.688627600000007, 46.19542229999996], [23.688930200000037, 46.195256400000055], [23.688826400000035, 46.19516560000005], [23.689021100000037, 46.19505890000005], [23.688955200000038, 46.19500120000005], [23.689152000000004, 46.19489329999997], [23.68956450000001, 46.195253799999975], [23.689376300000006, 46.195356899999965], [23.6894351, 46.19540839999997], [23.689342400000008, 46.195459199999966], [23.68979310000001, 46.195852999999964], [23.689715700000036, 46.195895400000055], [23.689158300000006, 46.19620099999998], [23.688695100000007, 46.195796199999975], [23.688916500000005, 46.19567479999996], [23.688627600000007, 46.19542229999996]]","[2258133635, 7707022437, 7707022436, 7707022435, 7707022434, 2258133585, 2258133654, 2258133638, 2258133555, 2258133641, 2258133627, 7707022438, 2258133566, 2258133568, 2258133589, 2258133635]",,,,,,substation,,transition,,"{""tags.location"": ""outdoor""}"
216591796,area,RO,"[[24.667238700000045, 45.11435280000021], [24.66832770000004, 45.114239200000206], [24.66856910000004, 45.11420130000021], [24.66844040000004, 45.11352750000021], [24.667093900000044, 45.11366760000021], [24.667238700000045, 45.11435280000021]]","[2259840618, 2259840594, 2259840602, 2259840591, 2259840599, 2259840618]",,,,,,substation,,,,
217854131,area,RO,"[[23.876926899999972, 47.92670169999989], [23.87701059999997, 47.92667459999989], [23.87696539999997, 47.92661199999989], [23.87688169999997, 47.92663919999989], [23.876926899999972, 47.92670169999989]]","[2271604182, 2271604178, 2271604180, 2271604179, 2271604182]",,service,,,,substation,,minor_distribution,,
217854434,area,RO,"[[23.875956199999976, 47.92568769999989], [23.876017899999976, 47.92567159999989], [23.876041999999973, 47.92570569999988], [23.875975799999974, 47.925722399999884], [23.875956199999976, 47.92568769999989]]","[2271608709, 2271608708, 2271608706, 2271608707, 2271608709]",,service,,,,substation,,minor_distribution,,
217855026,area,RO,"[[26.048786799999977, 44.42059919999989], [26.048798099999978, 44.420550199999894], [26.04890579999998, 44.42056279999989], [26.048997799999977, 44.42057359999989], [26.04897909999998, 44.420654899999896], [26.04889969999998, 44.420645599999894], [26.048907199999977, 44.420613399999894], [26.048786799999977, 44.42059919999989]]","[2271614940, 2271614933, 2271614942, 2271614944, 2271614935, 2271614938, 2271614946, 2271614940]",,,,,,substation,,,,
218043442,area,RO,"[[24.371573599999987, 44.106845500000055], [24.37324439999999, 44.10726100000005], [24.373540599999988, 44.10664680000006], [24.371869899999986, 44.106231300000054], [24.371573599999987, 44.106845500000055]]","[2273476085, 2273476091, 2273476084, 2273476082, 2273476085]",,,,,,substation,Bing,,,
218061392,area,RO,"[[25.34680239999996, 43.980861100000034], [25.34653059999996, 43.98143410000004], [25.347251399999962, 43.98161110000003], [25.34752319999996, 43.981038100000035], [25.34680239999996, 43.980861100000034]]","[2273625209, 2273625215, 2273625220, 2273625210, 2273625209]",,,,,,substation,Bing,,,
218228176,area,RO,"[[23.879088400000054, 45.00514950000019], [23.879020300000057, 45.0046372000002], [23.878353600000057, 45.0046816000002], [23.878345700000057, 45.0046222000002], [23.87799680000006, 45.0046454000002], [23.878072800000055, 45.005217000000194], [23.879088400000054, 45.00514950000019]]","[2274984898, 2274984891, 2274984893, 2274984890, 2274984892, 2274984899, 2274984898]",,,,S.M.A. Berbești,,substation,Bing,,,
218228177,area,RO,"[[23.822077100000058, 45.016242400000195], [23.82219360000006, 45.0164706000002], [23.822380700000057, 45.0165112000002], [23.82253650000006, 45.0164794000002], [23.822584400000057, 45.0165735000002], [23.82284780000006, 45.0165064000002], [23.822640000000057, 45.016098900000195], [23.822077100000058, 45.016242400000195]]","[2274984914, 2274984916, 2274984919, 2274984917, 2274984921, 2274984918, 2274984913, 2274984914]",,,,,,substation,Bing,,,
218360774,area,RO,"[[23.374749100000045, 45.39532750000008], [23.374749100000045, 45.39528420000008], [23.374807300000043, 45.39528600000008], [23.374805300000045, 45.39532570000008], [23.374749100000045, 45.39532750000008]]","[2276038087, 2276038085, 2276038091, 2276038089, 2276038087]",,,,,,substation,,,,
218700732,area,RO,"[[25.443889099999964, 44.92272030000004], [25.443822199999964, 44.922642900000035], [25.443849399999966, 44.92263110000003], [25.443808099999963, 44.922583300000035], [25.443718999999962, 44.92262200000003], [25.44382729999993, 44.92274710000016], [25.443889099999964, 44.92272030000004]]","[2279260429, 2279260426, 2279260425, 2279260428, 2279260427, 9779428940, 2279260429]",,,,,,substation,,,,
218864786,area,RO,"[[26.097164200000037, 44.381037900000095], [26.097617200000037, 44.38133740000009], [26.098132200000038, 44.380967400000095], [26.097718900000043, 44.38063170000009], [26.097164200000037, 44.381037900000095]]","[2280683065, 2280683067, 2280683062, 2280683086, 2280683065]",,,,Stație transformare 110Kv,,substation,survey,,110000,
219150685,area,RO,"[[27.603819299999937, 47.14847030000015], [27.603691299999934, 47.14808230000016], [27.605850999999937, 47.14777780000015], [27.60596229999993, 47.14818410000015], [27.603819299999937, 47.14847030000015]]","[2283484980, 2283485002, 2283484969, 2283484884, 2283484980]",,,,,,substation,,,,
221317405,area,RO,"[[28.62888769999998, 44.068281300000244], [28.629725899999997, 44.06847610000025], [28.63004079999998, 44.06779150000023], [28.629190599999994, 44.06759540000024], [28.629113800000113, 44.067769300000315], [28.62888769999998, 44.068281300000244]]","[2303514906, 2303515041, 2303514943, 2303514988, 8157386705, 2303514906]",,,,Stația de transformare Efore,,substation,,,110000,
221876051,area,RO,"[[26.123510199999995, 44.4211462], [26.123444199999994, 44.421050300000005], [26.123755899999995, 44.420941], [26.12382189999999, 44.421037000000005], [26.123510199999995, 44.4211462]]","[2308604302, 2308604356, 2308604353, 2308604387, 2308604302]",,industrial,,,Termoenergetica,substation,,heat-exchanger,,"{""tags.ref"": ""T 3473"", ""tags.height"": ""5""}"
222155885,area,RO,"[[29.381931699999907, 45.17363780000001], [29.38277699999991, 45.173587700000006], [29.382695699999907, 45.17290920000001], [29.38212510000006, 45.172943200000134], [29.38185100000006, 45.17316720000013], [29.381889399999903, 45.17337890000018], [29.381931699999907, 45.17363780000001]]","[2311343938, 2311343936, 2311343929, 2560354365, 2560354372, 4188046705, 2311343938]",,,,,,substation,,distribution,110000,
222155886,area,RO,"[[29.656756899999902, 45.15345130000001], [29.657128099999902, 45.15341540000001], [29.6570247999999, 45.15288540000001], [29.6566536999999, 45.15292140000001], [29.656756899999902, 45.15345130000001]]","[2311343797, 2311343795, 2311343783, 2311343785, 2311343797]",,,,,,substation,,distribution,110000,
222167178,area,RO,"[[26.471009399999886, 44.232818], [26.47071179999989, 44.232233300000026], [26.47143109999989, 44.23204529999999], [26.471728699999886, 44.232630099999994], [26.471009399999886, 44.232818]]","[2311481891, 2311481815, 2311481963, 2311481926, 2311481891]",,,,,,substation,,,,
222335240,area,RO,"[[22.957291000000033, 45.598984000000016], [22.957196400000033, 45.598926100000014], [22.957298800000032, 45.598844100000015], [22.957393400000033, 45.598901900000016], [22.957291000000033, 45.598984000000016]]","[2313100367, 2313100366, 2313100368, 2313100369, 2313100367]",,,,,,substation,,,,
223660049,area,RO,"[[23.64599410000013, 44.5018315], [23.646323200000136, 44.501585999999996], [23.646077300000133, 44.5014183], [23.645748200000135, 44.5016637], [23.64599410000013, 44.5018315]]","[2325324032, 2325324019, 2325324010, 2325324023, 2325324032]",,,,,,substation,,,,
